Film_title,Recommended_Film,Similarity_Score
Lethal Weapon,The Lord of the Rings,0.18187694938678176
Lethal Weapon,The Strange Thing About the Johnsons,0.1772447901924454
Lethal Weapon,The Abominable Dr. Phibes,0.16984104011910245
Lethal Weapon,Bohachi Bushido: Code of the Forgotten Eight,0.1675569678969387
Resident Evil,28 Days Later,0.25870246342320075
Resident Evil,Shivers,0.16758222745925655
Resident Evil,A Night to Dismember,0.16030303529547318
Resident Evil,Viral,0.15287817741661974
Resident Evil,The Flu,0.14911394924609062
Outbreak,Osmosis Jones,0.3061514180333736
Outbreak,Contagion,0.2872536743114248
Outbreak,Balto,0.28671289637707154
Outbreak,Pontypool,0.23770145774207013
Outbreak,28 Days Later,0.21888758199427813
The Sixth Sense,Ghosted,0.21159040749545865
The Sixth Sense,The Boy Who Harnessed the Wind,0.19029233315006944
The Sixth Sense,Nine Lives,0.18966292646615326
The Sixth Sense,Shut In,0.18356874979795146
The Sixth Sense,Enter the Ninja,0.17594557021228974
Devil,The Redeemer: Son of Satan!,0.27588011536081536
Devil,Lady in a Cage,0.26759877328896126
Devil,Timeline,0.21084161282306085
Devil,Night of the Living Dead,0.2071125688159286
Devil,Night of the Living Dead,0.20644868133495553
Beaches,The House of the Spirits,0.26282749993807575
Beaches,Closet Monster,0.24040618355051568
Beaches,What a Way to Go!,0.1784948769374355
Beaches,Beastie Boys Story,0.1768015802529669
Beaches,Casablanca,0.16042485931719905
The Hobbit: The Desolation of Smaug,The Hobbit,0.2987986310130218
The Hobbit: The Desolation of Smaug,The Lord of the Rings,0.29213938654764604
The Hobbit: The Desolation of Smaug,The Hobbit: An Unexpected Journey,0.24575263226217423
The Hobbit: The Desolation of Smaug,The Treasure of the Sierra Madre,0.2391118468625754
The Hobbit: The Desolation of Smaug,Dunderklumpen!,0.21478730410057567
The Conversation,The Woman on Pier 13,0.26005343033085665
The Conversation,Bound,0.16390931945112003
The Conversation,The Woman in the Window,0.15997151862064107
The Conversation,Conspirator,0.1548792183091408
The Conversation,Caligula,0.15195311657876884
Muppet Treasure Island,Lost River,0.2983493943603309
Muppet Treasure Island,Assault on Wall Street,0.18161534190927434
Muppet Treasure Island,Backlash,0.16118778869223904
Muppet Treasure Island,"As Above, So Below",0.15716386202770033
Muppet Treasure Island,Apollo 13,0.15495740999963672
The Pink Panther Strikes Again,Son of the Pink Panther,0.306084803975779
The Pink Panther Strikes Again,Revenge of the Pink Panther,0.27210882493715677
The Pink Panther Strikes Again,A Shot in the Dark,0.2582149569606336
The Pink Panther Strikes Again,The Crusades,0.2246847735810046
The Pink Panther Strikes Again,Addams Family Values,0.21883874118247532
Harry Potter and the Order of the Phoenix,Let's Get Harry,0.25609531323494666
Harry Potter and the Order of the Phoenix,Harry Potter and the Goblet of Fire,0.2206580462022467
Harry Potter and the Order of the Phoenix,Killing Birds,0.21313056299432526
Harry Potter and the Order of the Phoenix,Harry & Meghan: Becoming Royal,0.21098305399691253
Harry Potter and the Order of the Phoenix,The Hired Hand,0.20148707997471724
Mission: Impossible – Rogue Nation,Mission: Impossible – Dead Reckoning,0.27527242634728
Mission: Impossible – Rogue Nation,Mission: Impossible III,0.21950980327338085
Mission: Impossible – Rogue Nation,X-Men,0.2055111062674756
Mission: Impossible – Rogue Nation,6 Underground,0.19886114011479464
Mission: Impossible – Rogue Nation,The Way of the Dragon,0.19367449125421551
Ernest Scared Stupid,Death Becomes Her,0.31851203582408777
Ernest Scared Stupid,Slam Dunk Ernest,0.28005678540704315
Ernest Scared Stupid,Hellraiser: Inferno,0.2178634764688658
Ernest Scared Stupid,Shackleton,0.20809430902985432
Ernest Scared Stupid,Pumpkinhead II: Blood Wings,0.1853854748842438
Phantasm,Phantasm II,0.25234994160177876
Phantasm,Kenny & Company,0.18889794309590943
Phantasm,Friday the 13th Part VII: The New Blood,0.1829508305336902
Phantasm,Phantasm III: Lord of the Dead,0.17009000375708772
Phantasm,Flag Day,0.1683115449711285
Persona,Old School,0.25118823723026956
Persona,The Braves,0.23359167775703668
Persona,Work It,0.20661118556859867
Persona,The Way Back,0.1718941470645597
Persona,Bombay Beach,0.16422963510467659
Flashdance,Breakin',0.1953691961365685
Flashdance,Paddington 2,0.16764419171837894
Flashdance,The Sound of Fury,0.16301480850052474
Flashdance,Daughters of Fire,0.15368916472100527
Flashdance,A Clockwork Orange,0.1499924339488735
Zero Dark Thirty,Utøya: July 22,0.24927164841279853
Zero Dark Thirty,The Flying Missile,0.20272015247277997
Zero Dark Thirty,The Pirates,0.19715204187966745
Zero Dark Thirty,Patlabor 2: The Movie,0.18661594853186575
Zero Dark Thirty,Watu Wote: All of Us,0.18560146904372515
The Sting,Matchstick Men,0.3367704032874302
The Sting,Flag Day,0.21872079096445354
The Sting,Beat the Devil,0.2152939903578643
The Sting,White Men Can't Jump,0.21048612266634603
The Sting,Jack of the Red Hearts,0.21015556280810188
Sherlock Holmes: A Game of Shadows,Holmes & Watson,0.24695909414513328
Sherlock Holmes: A Game of Shadows,The Hound of the Baskervilles,0.21189925001802035
Sherlock Holmes: A Game of Shadows,The Executioner,0.2067077084072311
Sherlock Holmes: A Game of Shadows,The Crimson Ghost,0.20522841949894113
Sherlock Holmes: A Game of Shadows,After the Fox,0.20192229137982964
Erin Brockovich,Women,0.2166399251059884
Erin Brockovich,Silver Streak,0.16367930936553882
Erin Brockovich,Pale Cocoon,0.1503217237978021
Erin Brockovich,The Foul King,0.14695767738549698
Erin Brockovich,Hallucinations,0.14411031525231066
The Contender,The Tailor of Panama,0.20057266952605615
The Contender,Mandela: Long Walk to Freedom,0.19072210296970818
The Contender,John Adams,0.19005290650659168
The Contender,Gambling City,0.1885059913244687
The Contender,Mr. Smith Goes to Washington,0.18757887090951178
The Manchurian Candidate,Stalingrad,0.47638752571312415
The Manchurian Candidate,Fixed Bayonets!,0.3349088127050072
The Manchurian Candidate,The Manchurian Candidate,0.2693149987277936
The Manchurian Candidate,Braveheart,0.21758310736418368
The Manchurian Candidate,Men in War,0.19524203971785184
Bill & Ted's Bogus Journey,Just Before I Go,0.3198363793876029
Bill & Ted's Bogus Journey,Just Before I Go,0.3198363793876029
Bill & Ted's Bogus Journey,Bill & Ted's Excellent Adventure,0.30445843042133014
Bill & Ted's Bogus Journey,Ted 2,0.25691835147367753
Bill & Ted's Bogus Journey,Society,0.21781563751432576
Harold & Kumar Escape from Guantanamo Bay,Harold and Maude,0.18123132306934062
Harold & Kumar Escape from Guantanamo Bay,The Body Stealers,0.13700764628431358
Harold & Kumar Escape from Guantanamo Bay,Paul Blart: Mall Cop 2,0.132769197279228
Harold & Kumar Escape from Guantanamo Bay,Get Duked!,0.13105203657222314
Harold & Kumar Escape from Guantanamo Bay,Passenger 57,0.12630488723371422
Jackass Number Two,Nitro Circus: The Movie,0.27690594274205504
Jackass Number Two,Jackass Forever,0.20525806051228537
Jackass Number Two,The Outsiders,0.15909758654520387
Jackass Number Two,Holiday,0.15660010032292054
Jackass Number Two,Space Mutiny,0.15607754318215622
Jacob's Ladder,The Lighthouse,0.20249333719701273
Jacob's Ladder,"Hush... Hush, Sweet Charlotte",0.16148043121118597
Jacob's Ladder,We Wanted More,0.1569664369021474
Jacob's Ladder,Annie Hall,0.1499866251458052
Jacob's Ladder,Buddha Mountain,0.14548764794225627
Meet the Fockers,Little Fockers,0.2853269151543459
Meet the Fockers,Meet the Parents,0.21609040374027938
Meet the Fockers,Over the Garden Wall,0.18656315747759547
Meet the Fockers,Sticky Notes,0.17540951693554205
Meet the Fockers,Next Avengers: Heroes of Tomorrow,0.1705222775765565
A Shot in the Dark,Revenge of the Pink Panther,0.348164059867629
A Shot in the Dark,Son of the Pink Panther,0.29716543712863563
A Shot in the Dark,Inspector Clouseau,0.2912465564061397
A Shot in the Dark,The Pink Panther Strikes Again,0.2582149569606336
A Shot in the Dark,The Big Blue,0.24639441884506233
Spawn,Rambo: First Blood Part II,0.19931082261379457
Spawn,Doctor Faustus,0.17459921038406126
Spawn,Total Retribution,0.16567113141957504
Spawn,The Warrior Empress,0.15438054315312966
Spawn,Blockers,0.15024457899116306
The Toxic Avenger,The Toxic Avenger Part II,0.3424248923566658
The Toxic Avenger,Trail of the Screaming Forehead,0.2275976034126641
The Toxic Avenger,Birds Do It,0.18998828139382556
The Toxic Avenger,Before the Devil Knows You're Dead,0.17885532797450301
The Toxic Avenger,The Host,0.17371838321525532
Anaconda,"Game Over, Man!",0.20778831226514646
Anaconda,Intervista,0.2028801959908359
Anaconda,#1 Fan: A Darkomentary,0.18473219357150344
Anaconda,High Society,0.1755663095655622
Anaconda,Fresh Meat,0.17156685338221989
Mud,Rugrats Go Wild,0.24925590544865334
Mud,Diamonds of the Night,0.23960552187127873
Mud,"Crouching Tiger, Hidden Dragon",0.21889760153623314
Mud,Nomads of the North,0.20503498315046603
Mud,King of Devil's Island,0.20426349217445552
Snakes on a Plane,Hitman's Run,0.20377480162807723
Snakes on a Plane,Hitman's Run,0.20377480162807723
Snakes on a Plane,The Gauntlet,0.20050580811516272
Snakes on a Plane,Okay! Madam,0.17488185186314392
Snakes on a Plane,Airplane vs Volcano,0.16565853257169133
Six Days Seven Nights,The Flying Luna Clipper,0.24708264852774894
Six Days Seven Nights,The Little Prince,0.217225094792833
Six Days Seven Nights,Rugrats Go Wild,0.20991916482319936
Six Days Seven Nights,Hell in the Pacific,0.20023011301173202
Six Days Seven Nights,Sinbad and the Cyclops Island,0.19008041537993187
Divergent,The Devil Wears Prada,0.14852579663723248
Divergent,Psycho Beach Party,0.14618405516178157
Divergent,Scared to Death,0.14294812440536428
Divergent,Freak Orlando,0.14103020392715468
Divergent,Rasputin,0.13719903678192452
Thor,Thor: The Dark World,0.31999774934126696
Thor,Thor: Tales of Asgard,0.27943709642107306
Thor,Hulk vs. Thor,0.18901840209569526
Thor,Mobile Suit Gundam I,0.18193564131298168
Thor,Valhalla,0.16358071920616446
The Lookout,The Do-Over,0.2715871214841366
The Lookout,In China They Eat Dogs,0.26273388506651585
The Lookout,The Gift,0.21542887207954853
The Lookout,The Basketball Diaries,0.19657143076443973
The Lookout,Just Friends,0.16810749409591744
This Is 40,The Open House,0.1990894717082358
This Is 40,Submarine,0.17620024757397718
This Is 40,All My Friends Hate Me,0.17040653826306504
This Is 40,You Should Have Left,0.16912616803378083
This Is 40,Shadows of Forgotten Ancestors,0.14436508324067046
DragonHeart,Dragonslayer,0.23242704781144524
DragonHeart,DragonHeart: A New Beginning,0.2199492418671632
DragonHeart,Prince Valiant,0.20263159196048122
DragonHeart,My Cousin Rachel,0.18719708838773205
DragonHeart,Bud Abbott and Lou Costello Meet the Invisible Man,0.1734551081701257
A Single Man,The Yakuza,0.24543607663887348
A Single Man,Mean Girls,0.20640266739793586
A Single Man,George Harrison: Living in the Material World,0.17587533937959807
A Single Man,Last Resort,0.17263023931659918
A Single Man,Funny People,0.17226556925771266
10 Things I Hate About You,Ferris Bueller's Day Off,0.24044621244089745
10 Things I Hate About You,The Birth of a Nation,0.2365708086286817
10 Things I Hate About You,The Miseducation of Cameron Post,0.21616555774739868
10 Things I Hate About You,The Kissing Booth,0.16270921537457217
10 Things I Hate About You,Beethoven's 2nd,0.15907672798214306
Butch Cassidy and the Sundance Kid,Ride in the Whirlwind,0.27876174097029266
Butch Cassidy and the Sundance Kid,The Ox-Bow Incident,0.20505070666152808
Butch Cassidy and the Sundance Kid,The Wild Bunch,0.19535875599976807
Butch Cassidy and the Sundance Kid,The Broken Land,0.17432377096384374
Butch Cassidy and the Sundance Kid,The House of the Spirits,0.1731904189374616
Bring It On,Sunset Park,0.18733479810450474
Bring It On,Glory Road,0.18550143144426257
Bring It On,Anchorman: The Legend of Ron Burgundy,0.18316496397884294
Bring It On,Central Intelligence,0.1531295534145214
Bring It On,The Hills Have Eyes 2,0.1460406767549467
The Return of the Living Dead,A Nightmare on Elm Street,0.2104582998875391
The Return of the Living Dead,Freddy Got Fingered,0.19554504948589446
The Return of the Living Dead,Dirty Rotten Scoundrels,0.18616135707983142
The Return of the Living Dead,The Lazarus Effect,0.16770749466302923
The Return of the Living Dead,The Irishman,0.1619122072614623
Ichi the Killer,Yakuza Law,0.29503579823771664
Ichi the Killer,Return of the Street Fighter,0.24137238345374776
Ichi the Killer,Altered Carbon: Resleeved,0.2371286595045823
Ichi the Killer,Hush,0.20061724957316512
Ichi the Killer,"Rome, Armed to the Teeth",0.19091048254693851
Kick-Ass,"Look, Up in the Sky! The Amazing Story of Superman",0.30634583633805257
Kick-Ass,Breaking Away,0.2966193629652078
Kick-Ass,Spider-Man,0.2767586374994753
Kick-Ass,Chasing Amy,0.2450296353842116
Kick-Ass,College Road Trip,0.20114408454740126
One Missed Call,Witchboard 2: The Devil's Doorway,0.1748941848597767
One Missed Call,Apology,0.17116182550646153
One Missed Call,THX 1138,0.170606647211657
One Missed Call,Cloud Atlas,0.16368413316456457
One Missed Call,P.S. I Love You,0.13975530009517098
The Phantom of the Opera,The Phantom of the Opera,0.23051072504863002
The Phantom of the Opera,Vampyr,0.2194984960825862
The Phantom of the Opera,The Return of the Pink Panther,0.16901501732493102
The Phantom of the Opera,Design for Living,0.16269859791973196
The Phantom of the Opera,Hunter x Hunter: Phantom Rouge,0.1568616791071212
Carved: The Slit-Mouthed Woman,The Face of Another,0.23723856900843013
Carved: The Slit-Mouthed Woman,The Watcher in the Woods,0.19039272040294025
Carved: The Slit-Mouthed Woman,Witchboard,0.17750055043752877
Carved: The Slit-Mouthed Woman,The Unborn,0.16840397353346256
Carved: The Slit-Mouthed Woman,Even Lambs Have Teeth,0.14757131800771386
Bubba Ho-tep,Elvis,0.27747477503400164
Bubba Ho-tep,Elvis & Nixon,0.2693370081567683
Bubba Ho-tep,Out of the Blue,0.2455140120273986
Bubba Ho-tep,Atomic Brain Invasion,0.22014522928781097
Bubba Ho-tep,Walk the Line,0.17795958761217315
The Descent,Trail of the Screaming Forehead,0.202569326327272
The Descent,Dave Made a Maze,0.19205743048021479
The Descent,The Boxtrolls,0.18420954759938096
The Descent,"Goké, Body Snatcher from Hell",0.18370396010184264
The Descent,All Girls Weekend,0.18069813965104525
Splice,Never Say Never Again,0.23854512952033108
Splice,Species,0.23250100448162664
Splice,Cigarette Candy,0.1842022348356234
Splice,From Russia with Love,0.17883634933085774
Splice,The Mother,0.17748629563954776
Secret Window,Murphy's Law,0.2168896956589185
Secret Window,Hush,0.2080711261749793
Secret Window,The Lighthouse,0.1812608512789584
Secret Window,Frenzy,0.1757565355219639
Secret Window,Nimona,0.1681784153009137
50/50,Bad Milo!,0.3929283574504213
50/50,Full-Court Miracle,0.2300008234132832
50/50,The Winning Season,0.20175471739997192
50/50,Get Duked!,0.19277459692071705
50/50,The Black Hole,0.1823787956063845
The Blind Side,Snow Cake,0.19642958518516596
The Blind Side,Promising Young Woman,0.1867202174122433
The Blind Side,Flash Gordon,0.1864114940659732
The Blind Side,The Greatest Showman,0.18129544914557888
The Blind Side,Beau James,0.16184491037683266
City Slickers,The Darkness,0.2828177803552577
City Slickers,Bare Essentials,0.2569740161793094
City Slickers,The River Wild,0.2489761149644717
City Slickers,LEGO DC Comics Super Heroes: Justice League - Gotham City Breakout,0.23606322023195192
City Slickers,National Lampoon's Vacation,0.23584194942497871
Cape Fear,Cape Fear,0.3435676383423152
Cape Fear,Woman of the Year,0.26199617332629355
Cape Fear,Xtro,0.23778160638235274
Cape Fear,Transformers,0.2098264504603136
Cape Fear,The Secret Life of Pets,0.20396922359193087
Throne of Blood,The Black Room,0.23824517667235723
Throne of Blood,The Message,0.17634148644519743
Throne of Blood,My Neighbor Totoro,0.17151532099398248
Throne of Blood,Shogun Assassin,0.15973604371588285
Throne of Blood,Samurai Rebellion,0.1587001578276862
Casino,Woman of the Year,0.22406297343684925
Casino,Xtro,0.21440181657637652
Casino,Cape Fear,0.20086682303517273
Casino,Mr. Jealousy,0.1827824993289369
Casino,Stay,0.1737620084124435
Peter Pan,Peter Pan,0.25786610669395016
Peter Pan,Hook,0.2278295968440264
Peter Pan,Return to Never Land,0.20742617653426812
Peter Pan,Finding Neverland,0.1917197700466935
Peter Pan,Pan,0.19141880254641944
The Prestige,The Banshees of Inisherin,0.3273930624584142
The Prestige,Nightmares,0.19275004758423903
The Prestige,Byzantium,0.18841729659921658
The Prestige,The Spoils of Babylon,0.18337052188889352
The Prestige,Leave Her to Heaven,0.1823038270849389
Teenage Mutant Ninja Turtles,Battle of the Worlds,0.23497006732335618
Teenage Mutant Ninja Turtles,Bohachi Bushido: Code of the Forgotten Eight,0.1963343026229792
Teenage Mutant Ninja Turtles,Legend of the Guardians: The Owls of Ga'Hoole,0.17422040862318677
Teenage Mutant Ninja Turtles,Fantastic Four,0.15000413598588797
Teenage Mutant Ninja Turtles,Lady of Burlesque,0.14403664238634217
Alice in Wonderland,About Schmidt,0.22083664575747808
Alice in Wonderland,Resident Evil: Afterlife,0.2159458604454717
Alice in Wonderland,Flyboys,0.21454904877131836
Alice in Wonderland,The Ten Commandments,0.20059885767285665
Alice in Wonderland,Alice,0.1865991735271366
Harakiri,Aragami,0.12950401667909694
Harakiri,Shogun Assassin,0.12443384815720537
Harakiri,Conspiracy,0.12252054426367644
Harakiri,The Code Conspiracy,0.12203045926557662
Harakiri,Hello Carter,0.12202997392967219
Chitty Chitty Bang Bang,The Spanish Prisoner,0.17659643217112897
Chitty Chitty Bang Bang,General Idi Amin Dada,0.16694446864799692
Chitty Chitty Bang Bang,The Death of Stalin,0.16649190425358246
Chitty Chitty Bang Bang,Rabbit Hood,0.15658045138095805
Chitty Chitty Bang Bang,Successful Alcoholics,0.15368520404949204
Moonraker,Never Say Never Again,0.29226401352587766
Moonraker,From Russia with Love,0.23741949672887638
Moonraker,Die Another Day,0.23097462200972696
Moonraker,GoldenEye,0.2119203588625141
Moonraker,Dr. No,0.2003993976013072
Run Lola Run,Cellular,0.19325443163616216
Run Lola Run,The Incident,0.1830874939005398
Run Lola Run,The Telephone Book,0.176138270202328
Run Lola Run,Charley Varrick,0.16027004375509707
Run Lola Run,The Incredibles,0.15855975225744284
What's Love Got to Do with It,The Birth of a Nation,0.22038923076753475
What's Love Got to Do with It,Ride or Die,0.2053602496847119
What's Love Got to Do with It,Performance,0.20373232949609715
What's Love Got to Do with It,The Thing Called Love,0.1997635693298335
What's Love Got to Do with It,Loving Neverland,0.1921565854366846
Three Colours: Blue,The Man from Yesterday,0.24045781642427863
Three Colours: Blue,Zee and Co.,0.18862139522622895
Three Colours: Blue,Boys Don't Cry,0.18630296667621501
Three Colours: Blue,Shirley,0.18188376031883452
Three Colours: Blue,Elevator to the Gallows,0.18019674765365162
The Hunger Games,The Hunger Games: Catching Fire,0.2506693307253584
The Hunger Games,The Hunger Games: Mockingjay – Part 2,0.2205997238769503
The Hunger Games,Indie Game: The Movie,0.18712655548195997
The Hunger Games,Two for the Money,0.18209810292452977
The Hunger Games,The National Dystopian Games,0.18019737136720695
Mulan,Krrish 3,0.22619516598788045
Mulan,Masquerade,0.22265736058375357
Mulan,White Sun,0.19272556265494373
Mulan,The Code Conspiracy,0.18961777397786633
Mulan,Where Danger Lives,0.17428037508939578
Mission: Impossible III,Mission: Impossible II,0.29125342828452117
Mission: Impossible III,Mission: Impossible – Rogue Nation,0.21950980327338085
Mission: Impossible III,Trumbo,0.2046795161286064
Mission: Impossible III,Mission: Impossible – Dead Reckoning,0.20334303582540747
Mission: Impossible III,"Abraxas, Guardian of the Universe",0.18636723734144453
The Punisher,Clay Pigeon,0.3078586437565677
The Punisher,Donnie Brasco,0.28309352639351704
The Punisher,Raw Deal,0.26362824051699213
The Punisher,Naked Gun 33⅓: The Final Insult,0.2439517766301596
The Punisher,Punisher: War Zone,0.2201125568467383
Chicken Run,Red Tails,0.21306487359141085
Chicken Run,Abbott and Costello Go to Mars,0.19946588857155825
Chicken Run,Desperados,0.17723118440935684
Chicken Run,Baton Bunny,0.16982216283896187
Chicken Run,High School,0.16869124108355724
Wedding Crashers,John and Mary,0.23211420838032026
Wedding Crashers,Dear John,0.18199966507706725
Wedding Crashers,Melancholia,0.1785754965048707
Wedding Crashers,What Lies Beneath,0.17822801802524085
Wedding Crashers,Nowhere Boy,0.17247399066773622
House of Wax,"Hello, Dolly!",0.15605461658456793
House of Wax,We're Back! A Dinosaur's Story,0.15555842863178787
House of Wax,The Immigrant,0.14517931950825047
House of Wax,King Arthur,0.1426510321832509
House of Wax,Turkish Delight,0.1397042968334705
The Hangover,The Wedding Ringer,0.3049739361604365
The Hangover,The Town,0.2420016541159735
The Hangover,Nasty,0.23258085035816708
The Hangover,Wash,0.18088343835547058
The Hangover,Prom Night,0.17785252049331404
Insomnia,Rising Sun,0.2202261351207369
Insomnia,Blade,0.2074600973437089
Insomnia,Child 44,0.20655609611282427
Insomnia,Freebie and the Bean,0.1860649182971443
Insomnia,The Beast,0.17920933403706446
The Italian Job,Scarecrows,0.17103206932000203
The Italian Job,The Proposition,0.1697906111619698
The Italian Job,Predator 2,0.16792981862464337
The Italian Job,She's Out of Control,0.15299372299017822
The Italian Job,Special Delivery,0.15209565589442858
Cliffhanger,Shallow Hal,0.23344073728946763
Cliffhanger,Search Party,0.19638545183694653
Cliffhanger,Meet the Deedles,0.1764319316260217
Cliffhanger,Point Blank,0.17483778393331637
Cliffhanger,Berserk: The Golden Age Arc III – The Advent,0.1741327364575296
The Idiots,1/2 Man,0.18950789608810678
The Idiots,Live by Night,0.15290198363107085
The Idiots,The Narrow World,0.14956665755986165
The Idiots,Manakamana,0.14814528721370276
The Idiots,The Female Brain,0.14504590428220104
Anchorman: The Legend of Ron Burgundy,Anchorman 2: The Legend Continues,0.25658649793727917
Anchorman: The Legend of Ron Burgundy,Employee of the Month,0.24180389106943423
Anchorman: The Legend of Ron Burgundy,Bring It On,0.18316496397884294
Anchorman: The Legend of Ron Burgundy,BlacKkKlansman,0.17093333156036977
Anchorman: The Legend of Ron Burgundy,Weekend Pass,0.1630767022838705
Pan's Labyrinth,Clash of the Titans,0.22551699814023302
Pan's Labyrinth,The Witches of Eastwick,0.16418394806905046
Pan's Labyrinth,Nasty,0.16317095906333517
Pan's Labyrinth,The Traveler,0.15665790066850394
Pan's Labyrinth,The Lodge,0.1530463657223556
Blazing Saddles,Rango,0.32079849759412316
Blazing Saddles,The Broken Land,0.3093917624659008
Blazing Saddles,Boss Nigger,0.30528359271012295
Blazing Saddles,Beyond the Law,0.299628460794989
Blazing Saddles,Run for Cover,0.2848559579298639
You Only Live Twice,2010,0.24563252996997786
You Only Live Twice,My Cousin Rachel,0.22833695743528948
You Only Live Twice,Bud Abbott and Lou Costello Meet the Invisible Man,0.21157493416319134
You Only Live Twice,Never Say Never Again,0.20600589668385988
You Only Live Twice,The Spy Who Loved Me,0.19523600804928876
The Ringer,The Jungle Book,0.14500711304837396
The Ringer,Tenth Avenue Angel,0.13967474016462708
The Ringer,Temps,0.13893234775083318
The Ringer,Matchstick Men,0.13793017837289612
The Ringer,Emanuelle Around the World,0.13670322135443058
The Birth of a Nation,10 Things I Hate About You,0.2365708086286817
The Birth of a Nation,The Miseducation of Cameron Post,0.22698028974804044
The Birth of a Nation,Broken,0.1933108729475485
The Birth of a Nation,Mudbound,0.1699370931560056
The Birth of a Nation,The Hellbenders,0.15901513056880015
Forrest Gump,Blood,0.2510709991739377
Forrest Gump,The Messiah,0.1990236157588183
Forrest Gump,Quantum of Solace,0.17380488952042403
Forrest Gump,Spirited,0.16899121459055536
Forrest Gump,Skip Tracer,0.16228381371449976
Mrs. Doubtfire,The Karate Kid Part II,0.21412152287316974
Mrs. Doubtfire,Next Door,0.17289987797583145
Mrs. Doubtfire,The Fifth Estate,0.14963536741001504
Mrs. Doubtfire,Dark Skies,0.14743979630493514
Mrs. Doubtfire,Ted 2,0.14175609123336072
"Crazy, Stupid, Love.",Blackbeard's Ghost,0.22762785647386571
"Crazy, Stupid, Love.",The Big Sick,0.2257345963875587
"Crazy, Stupid, Love.",A Quiet Passion,0.20791063416561043
"Crazy, Stupid, Love.",Emily the Criminal,0.15453017724940987
"Crazy, Stupid, Love.",Barbie,0.1544479284413136
Moneyball,The Last Castle,0.28864101206279646
Moneyball,The Harlem Globetrotters,0.2333437710560206
Moneyball,Mute Witness,0.20737067829356992
Moneyball,The Fish That Saved Pittsburgh,0.20232746181187708
Moneyball,Draft Day,0.19961657528565926
There's Something About Mary,Dance 'Til Dawn,0.31930361835089843
There's Something About Mary,The Night Before,0.2823796734780055
There's Something About Mary,Prom Night,0.26487046569742156
There's Something About Mary,When We First Met,0.23609242330543118
There's Something About Mary,Dance of the Dead,0.20317484990834395
Superbad,Project X,0.344437923638805
Superbad,Better Luck Tomorrow,0.31598974858862305
Superbad,High School Musical 3: Senior Year,0.3007172948563588
Superbad,Spontaneous,0.26052706459081815
Superbad,The Perfect Score,0.2507267288225158
Love Actually,I Do... Until I Don't,0.20380708130959324
Love Actually,"Yesterday, Today and Tomorrow",0.18796212010641528
Love Actually,Love Is All,0.18463550432180106
Love Actually,If These Walls Could Talk 2,0.17468534432239496
Love Actually,New Year's Eve,0.16689778290708251
X2,The Lady Eve,0.27743095432981135
X2,X-Men: The Last Stand,0.23484733521707116
X2,Krrish 3,0.20407615584081493
X2,X-Men: First Class,0.16427854974800046
X2,Critters 4,0.16266700414865023
The Break-Up,On the Rocks,0.2488259537057983
The Break-Up,We Don't Belong Here,0.2223737019499829
The Break-Up,The Rugrats Movie,0.16275109003302785
The Break-Up,Assembly,0.15638588618991478
The Break-Up,Fixed Bayonets!,0.15581933436520756
R.I.P.D.,Blitz,0.2729900720582858
R.I.P.D.,Hard Boiled,0.20707999424036944
R.I.P.D.,The Dead Don't Die,0.2005259432255032
R.I.P.D.,Master of the World,0.19693254936146753
R.I.P.D.,The Thin Blue Line,0.19524681415763406
Final Fantasy: The Spirits Within,Attack from Space,0.1990597103613671
Final Fantasy: The Spirits Within,Incubus,0.19884391789235883
Final Fantasy: The Spirits Within,The Incredible Hulk,0.1938079958670308
Final Fantasy: The Spirits Within,My Neighbor Totoro,0.17622440666120864
Final Fantasy: The Spirits Within,Spirited Away,0.1668394415608431
47 Ronin,Balto,0.1875895718927722
47 Ronin,Quest for Fire,0.18497141069306888
47 Ronin,Conan the Barbarian,0.17401482571417085
47 Ronin,The Warriors,0.16247117359644167
47 Ronin,Shogun Assassin,0.15837684123185608
Cowboys & Aliens,Butch Cassidy and the Sundance Kid,0.16349409936771558
Cowboys & Aliens,American Strays,0.15147643349020387
Cowboys & Aliens,Vengeance,0.1496548772138292
Cowboys & Aliens,Beyond the Call of Duty,0.14371634648373507
Cowboys & Aliens,Embers,0.1436345318759238
Aloha,The Big Lift,0.21059115741339646
Aloha,Welcome Home Roscoe Jenkins,0.2037862907741374
Aloha,Dirty Dancing,0.19181613706643078
Aloha,Malta Story,0.18627866199196308
Aloha,Patlabor 2: The Movie,0.17937451594696563
Astro Boy,The Book of Life,0.19726601362789525
Astro Boy,Making Mr. Right,0.18415577500676472
Astro Boy,Cannon Fodder,0.1762993143037595
Astro Boy,Robot & Frank,0.173321605590543
Astro Boy,Metropolis,0.15995911512944147
John Carter,Absence of Malice,0.25412731141560735
John Carter,Get Carter,0.19122790497153952
John Carter,Mars,0.1743314665689436
John Carter,The Void,0.16290273209931144
John Carter,The Hill,0.15404012839354517
Green Lantern,Green Lantern: Emerald Knights,0.22725354877440146
Green Lantern,Project Power,0.17019241089146722
Green Lantern,The Lord of the Rings,0.16261315116844777
Green Lantern,Hands of Steel,0.16141598932107415
Green Lantern,Sword of the Valiant: The Legend of Sir Gawain and the Green Knight,0.16069593566054702
Ishtar,Hotel,0.19586465218159338
Ishtar,Hotel Paradiso,0.19369356315914876
Ishtar,Equilibrium,0.18130701984992892
Ishtar,Original Gangstas,0.1734833278201366
